item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
ALG02-P09,,,,,,,,,ALG,IOQM-G9-ALG-02,,complete_square;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 9; classroom metrics NOT_RUN
ALG02-P10,,,,,,,,,ALG,IOQM-G9-ALG-02,,integer_filter;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,real-vs-integer,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 10; classroom metrics NOT_RUN
ALG02-P11,,,,,,,,,ALG,IOQM-G9-ALG-02,,AM-GM;equality,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 11; classroom metrics NOT_RUN
ALG02-P12,,,,,,,,,ALG,IOQM-G9-ALG-02,,fixed_sum_product;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 12; classroom metrics NOT_RUN
ALG02-P13,,,,,,,,,ALG,IOQM-G9-ALG-02,,boundedness;nonattainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-minmax,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 13; classroom metrics NOT_RUN
ALG02-P14,,,,,,,,,ALG,IOQM-G9-ALG-02,,boundedness;nonattainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-minmax,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 14; classroom metrics NOT_RUN
ALG02-P15,,,,,,,,,ALG,IOQM-G9-ALG-02,,integer_filter;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,real-vs-integer,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 15; classroom metrics NOT_RUN
ALG02-P16,,,,,,,,,ALG,IOQM-G9-ALG-02,,fixed_sum_product;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 16; classroom metrics NOT_RUN
ALG02-P17,,,,,,,,,ALG,IOQM-G9-ALG-02,,optimization;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 17; classroom metrics NOT_RUN
ALG02-P18,,,,,,,,,ALG,IOQM-G9-ALG-02,,Cauchy_Engel;equality,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 18; classroom metrics NOT_RUN
ALG02-P19,,,,,,,,,ALG,IOQM-G9-ALG-02,,optimization;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 19; classroom metrics NOT_RUN
ALG02-P20,,,,,,,,,ALG,IOQM-G9-ALG-02,,fixed_sum_product;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 20; classroom metrics NOT_RUN
ALG02-P21,,,,,,,,,ALG,IOQM-G9-ALG-02,,feasibility_bound;discrete_filter,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 21; classroom metrics NOT_RUN
ALG02-P22,,,,,,,,,ALG,IOQM-G9-ALG-02,,AM-GM;equality,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 22; classroom metrics NOT_RUN
ALG02-P23,,,,,,,,,ALG,IOQM-G9-ALG-02,,Cauchy_Engel;equality,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 23; classroom metrics NOT_RUN
ALG02-P24,,,,,,,,,ALG,IOQM-G9-ALG-02,,integer_filter;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,real-vs-integer,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 24; classroom metrics NOT_RUN
ALG02-P25,,,,,,,,,ALG,IOQM-G9-ALG-02,,boundedness;nonattainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-minmax,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 25; classroom metrics NOT_RUN
ALG02-P26,,,,,,,,,ALG,IOQM-G9-ALG-02,,complete_square;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 26; classroom metrics NOT_RUN
ALG02-P27,,,,,,,,,ALG,IOQM-G9-ALG-02,,integer_filter;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,real-vs-integer,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 27; classroom metrics NOT_RUN
ALG02-P28,,,,,,,,,ALG,IOQM-G9-ALG-02,,feasibility_bound;discrete_filter,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 28; classroom metrics NOT_RUN
ALG02-P29,,,,,,,,,ALG,IOQM-G9-ALG-02,,fixed_sum_product;attainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-extremum,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 29; classroom metrics NOT_RUN
ALG02-P30,,,,,,,,,ALG,IOQM-G9-ALG-02,,boundedness;nonattainment,authored practice surface,extremum requires correct bound plus feasible equality,run REQUEST-DOMAIN-DIRECTION router,ALG01 interface;F0 inequalities,bound-vs-minmax,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 30; classroom metrics NOT_RUN
ALG02-H0-01,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 1
ALG02-H0-02,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 2
ALG02-H0-03,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 3
ALG02-H0-04,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 4
ALG02-H0-05,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 5
ALG02-H0-06,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 6
ALG02-H0-07,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 7
ALG02-H0-08,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 8
ALG02-H0-09,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 9
ALG02-H0-10,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 10
ALG02-H0-11,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 11
ALG02-H0-12,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 12
ALG02-H0-13,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 13
ALG02-H0-14,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 14
ALG02-H0-15,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 15
ALG02-H0-16,,,,,,,,,ALG,IOQM-G9-ALG-02,,mixed_optimization_selection,unlabelled mixed surface,bound+equality+attainment+domain,choose route independently,ALG01 interface;ALG02 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 16
