item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
ALG04-P09,,,,,,,,,ALG,IOQM-G9-ALG-04,,TERM_FROM_SUM_TO_AP,quadratic S_n,finite difference is linear,finite difference,Grade-9 algebra; sequence notation,sum formula vs term sequence,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P10,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_TRANSFORM,second-order linear recurrence,first differences simplify,first differences,Grade-9 algebra; sequence notation,raw iteration vs transform,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P11,,,,,,,,,ALG,IOQM-G9-ALG-04,,TELESCOPING,neighboring factors,local cancellation,neighbor difference,Grade-9 algebra; sequence notation,telescope vs brute sum,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P12,,,,,,,,,ALG,IOQM-G9-ALG-04,,WINDOW_PERIODICITY,equal 3-term windows,a_{i+3}=a_i,subtract equal windows,Grade-9 algebra; sequence notation,window equality vs periodicity,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P13,,,,,,,,,ALG,IOQM-G9-ALG-04,,DUAL_WINDOW_INEQUALITIES,increasing/decreasing window averages,adjacent subtraction exposes shifted term inequalities,subtract adjacent averages,Grade-9 algebra; sequence notation,window averages vs term graph,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P14,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_INVARIANT,Cassini-type D_n,D_{n+1}=7D_n with D_1=1,derive D_{n+1}=7D_n,Grade-9 algebra; sequence notation,invariant finish vs huge-term computation,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Repaired: asks for D_20=7^19 only; divisor-count doctrine is explicitly deferred to IOQM-G9-NT-03.
ALG04-P15,,,,,,,,,ALG,IOQM-G9-ALG-04,,SUM_RECURRENCE_TO_TERM,recurrence for T_n,a_n=T_n-T_{n-1},subtract neighboring totals,Grade-9 algebra; sequence notation,sum recurrence vs term,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P16,,,,,,,,,ALG,IOQM-G9-ALG-04,,ODD_FACTOR_TELESCOPE,(2k-1)(2k+1) denominator,partial fractions telescope,partial fractions,Grade-9 algebra; sequence notation,pattern recognition vs forced telescope,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P17,,,,,,,,,ALG,IOQM-G9-ALG-04,,DIFFERENCE_RECURRENCE,recurrence already written in differences,differences form a GP,track first differences,Grade-9 algebra; sequence notation,raw term iteration vs difference recurrence,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P18,,,,,,,,,ALG,IOQM-G9-ALG-04,,WINDOW_PERIODICITY,equal 4-term windows,a_{i+4}=a_i,subtract equal 4-term windows,Grade-9 algebra; sequence notation,window equality vs periodicity,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P19,,,,,,,,,ALG,IOQM-G9-ALG-04,,FINITE_DIFFERENCE,S_n=n^3,a_n is finite difference not derivative,S_n-S_{n-1},Grade-9 algebra; sequence notation,finite vs differential,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P20,,,,,,,,,ALG,IOQM-G9-ALG-04,,WHY_NOT_PREFIX_GP,finite equal ratios,finite prefix does not determine infinite rule,distinguish finite evidence from rule,Grade-9 algebra; sequence notation,pattern evidence vs definition,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P21,,,,,,,,,ALG,IOQM-G9-ALG-04,,TERM_FROM_SUM,S_n quadratic with optional support,a_n=S_n-S_{n-1},compare neighboring totals,Grade-9 algebra; sequence notation,support fading,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P22,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_TRANSFORM,second-order recurrence with optional support,first differences simplify,study first differences,Grade-9 algebra; sequence notation,support fading,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P23,,,,,,,,,ALG,IOQM-G9-ALG-04,,TELESCOPING,neighboring factors with light support,partial fractions cancel,neighboring factors,Grade-9 algebra; sequence notation,support fading,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P24,,,,,,,,,ALG,IOQM-G9-ALG-04,,WINDOW_PERIODICITY,equal 5-term windows no support,a_{i+5}=a_i,subtract equal windows,Grade-9 algebra; sequence notation,independent retrieval,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P25,,,,,,,,,ALG,IOQM-G9-ALG-04,,ROLLING_TOTAL_TRANSFER,sensor rolling totals,adjacent totals differ by entering/leaving terms,subtract rolling totals,Grade-9 algebra; sequence notation,context surface vs window structure,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P26,,,,,,,,,ALG,IOQM-G9-ALG-04,,ACCUMULATION_TRANSFER,cumulative layer cost,contribution is C_n-C_{n-1},subtract cumulative totals,Grade-9 algebra; sequence notation,accumulation vs contribution,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P27,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_INVARIANT_TRANSFER,machine recurrence and Q_n,Q_{n+1}=-3Q_n,derive neighboring invariant relation,Grade-9 algebra; sequence notation,context change vs algebraic invariant,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P28,,,,,,,,,ALG,IOQM-G9-ALG-04,,TELESCOPE_REPRESENTATION_TRANSFER,two equivalent summands,partial-fraction identity,show termwise equivalence,Grade-9 algebra; sequence notation,surface form vs same cancellation,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P29,,,,,,,,,ALG,IOQM-G9-ALG-04,,LOCAL_VS_GLOBAL_TRANSFER,two high-index problems,representation determines method,choose representation,Grade-9 algebra; sequence notation,high index vs method choice,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,
ALG04-P30,,,,,,,,,ALG,IOQM-G9-ALG-04,,COMB_STATE_OWNERSHIP_BRIDGE,supplied tiling recurrence,ALG verifies supplied recurrence; counting model must justify it,separate recurrence use from derivation,Grade-9 algebra; sequence notation,algebraic recurrence vs counting-state derivation,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_KEYED,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Learner-facing text uses descriptive ownership language rather than internal T-level/topic codes.
ALG04-H0-01,,,,,,,,,ALG,IOQM-G9-ALG-04,,TERM_FROM_SUM,partial sums given,a_n=S_n-S_{n-1},student selects first move,ALG-04 integrated prerequisites,term vs sum,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-02,,,,,,,,,ALG,IOQM-G9-ALG-04,,WINDOW_CANCELLATION,increasing 6-term windows,a_{i+6}>a_i,student selects first move,ALG-04 integrated prerequisites,window vs terms,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-03,,,,,,,,,ALG,IOQM-G9-ALG-04,,EXPLICIT_FORM,explicit a_n and high index,direct substitution,student selects first move,ALG-04 integrated prerequisites,explicit vs recursive,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-04,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_TRANSFORM,second-order recurrence,difference relation simplifies,student selects first move,ALG-04 integrated prerequisites,raw iteration vs transform,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-05,,,,,,,,,ALG,IOQM-G9-ALG-04,,TERM_FROM_SUM,quadratic S_n,finite difference,student selects first move,ALG-04 integrated prerequisites,sum vs term,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-06,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_TRANSFORM,initialized recurrence,first differences geometric,student selects first move,ALG-04 integrated prerequisites,raw iteration vs transform,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-07,,,,,,,,,ALG,IOQM-G9-ALG-04,,TELESCOPING,neighboring denominator factors,partial fractions,student selects first move,ALG-04 integrated prerequisites,telescope recognition,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-08,,,,,,,,,ALG,IOQM-G9-ALG-04,,WINDOW_PERIODICITY,equal 4-term windows,a_{i+4}=a_i,student selects first move,ALG-04 integrated prerequisites,window equality vs periodicity,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-09,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_INVARIANT,Cassini-type D_n,D_{n+1}=7D_n,student selects first move,ALG-04 integrated prerequisites,invariant vs huge terms,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled. Repaired item stops at D_20=7^19; no divisor-count theorem.
ALG04-H0-10,,,,,,,,,ALG,IOQM-G9-ALG-04,,AP_VS_GP,two sequence surfaces,difference vs ratio invariants,student selects first move,ALG-04 integrated prerequisites,AP vs GP,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-11,,,,,,,,,ALG,IOQM-G9-ALG-04,,EXPLICIT_VS_RECURSIVE,explicit and recursive representations,initialization fixes recurrence,student selects first move,ALG-04 integrated prerequisites,explicit vs recursive,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-12,,,,,,,,,ALG,IOQM-G9-ALG-04,,TELESCOPE_BOUNDARY,two similar sums,only exact partial fraction identity licenses telescope,student selects first move,ALG-04 integrated prerequisites,telescope vs false positive,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-13,,,,,,,,,ALG,IOQM-G9-ALG-04,,ROLLING_TOTAL_TRANSFER,5-day rolling totals,adjacent cancellation,student selects first move,ALG-04 integrated prerequisites,context vs window structure,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-14,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_INVARIANT_TRANSFER,machine recurrence and Q_n,Q_{n+1}=-3Q_n,student selects first move,ALG-04 integrated prerequisites,context vs invariant,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-15,,,,,,,,,ALG,IOQM-G9-ALG-04,,RECURRENCE_VERIFICATION,formula matches finite prefix,proof requires initials plus symbolic recurrence,student selects first move,ALG-04 integrated prerequisites,examples vs proof,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
ALG04-H0-16,,,,,,,,,ALG,IOQM-G9-ALG-04,,COMB_STATE_OWNERSHIP_BRIDGE,tiling recurrence claim,state decomposition must justify recurrence,student selects first move,ALG-04 integrated prerequisites,supplied recurrence vs model derivation,false,AUTHOR_CREATED_CLEAN,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,,,,,true,CURRENT_SOURCE_REVIEWED,HIGH,Internal H0 identifier retained only in metadata/teacher control; learner-facing title is unlabelled.
