item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
GEO03-P03,,,,,,,,9:16,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P04,,,,,,,,16,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P05,,,,,,,,28,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P06,,,,,,,,28,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P07,,,,,,,,63,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P08,,,,,,,,50,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P09,,,,,,,,84,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P10,,,,,,,,4:25,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P11,,,,,,,,32,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P12,,,,,,,,54,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P13,,,,,,,,5,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P14,,,,,,,,45,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P15,,,,,,,,15,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P16,,,,,,,,150,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P17,,,,,,,,80,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-P18,,,,,,,,60,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,2,2,2,2,true,AUTHORED_QA,HIGH,
GEO03-M01,,,,,,,,30,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M02,,,,,,,,15,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M03,,,,,,,,Similar only.,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M04,,,,,,,,56,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M05,,,,,,,,12 and 6.,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M06,,,,,,,,108,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M07,,,,,,,,50,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M08,,,,,,,,150,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M09,,,,,,,,20,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M10,,,,,,,,7:4,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M11,,,,,,,,200,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
GEO03-M12,,,,,,,,No.,GEO,IOQM-G9-GEO-03,,similarity;ratio;area;centroid structure,author-created learner item,licensed ratio/area transfer,identify similarity/shared base-height/centroid invariant,G9_CORE ratios;area,similarity vs congruence; side vs area ratio; centroid formula vs area,false,AUTHOR_CREATED,AUTHOR_CREATED,STUDENT_PRACTICE,TEACHER_KEYED,3,3,3,3,true,AUTHORED_QA,HIGH,
