item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
ALG03-P07,,,,,,,,,ALG,IOQM-G9-ALG-03,,Vieta;symmetric_invariants,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 7; classroom metrics NOT_RUN
ALG03-P08,,,,,,,,,ALG,IOQM-G9-ALG-03,,discriminant;root_behavior,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,discriminant-vs-vertex,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 8; classroom metrics NOT_RUN
ALG03-P09,,,,,,,,,ALG,IOQM-G9-ALG-03,,discriminant;root_behavior,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,discriminant-vs-vertex,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 9; classroom metrics NOT_RUN
ALG03-P10,,,,,,,,,ALG,IOQM-G9-ALG-03,,remainder_factor_theorem,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 10; classroom metrics NOT_RUN
ALG03-P11,,,,,,,,,ALG,IOQM-G9-ALG-03,,transformed_roots;input_shift,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,root-shift-vs-input-shift,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 11; classroom metrics NOT_RUN
ALG03-P12,,,,,,,,,ALG,IOQM-G9-ALG-03,,transformed_roots;input_shift,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,root-shift-vs-input-shift,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 12; classroom metrics NOT_RUN
ALG03-P13,,,,,,,,,ALG,IOQM-G9-ALG-03,,polynomial_reduction;remainder,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,calculate-vs-reduce,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 13; classroom metrics NOT_RUN
ALG03-P14,,,,,,,,,ALG,IOQM-G9-ALG-03,,polynomial_reduction;remainder,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,calculate-vs-reduce,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 14; classroom metrics NOT_RUN
ALG03-P15,,,,,,,,,ALG,IOQM-G9-ALG-03,,polynomial_reduction;remainder,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,calculate-vs-reduce,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 15; classroom metrics NOT_RUN
ALG03-P16,,,,,,,,,ALG,IOQM-G9-ALG-03,,common_root;elimination,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-separately-vs-eliminate,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 16; classroom metrics NOT_RUN
ALG03-P17,,,,,,,,,ALG,IOQM-G9-ALG-03,,Vieta;symmetric_invariants,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 17; classroom metrics NOT_RUN
ALG03-P18,,,,,,,,,ALG,IOQM-G9-ALG-03,,Vieta;symmetric_invariants,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 18; classroom metrics NOT_RUN
ALG03-P19,,,,,,,,,ALG,IOQM-G9-ALG-03,,discriminant;root_behavior,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,discriminant-vs-vertex,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 19; classroom metrics NOT_RUN
ALG03-P20,,,,,,,,,ALG,IOQM-G9-ALG-03,,remainder_factor_theorem,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 20; classroom metrics NOT_RUN
ALG03-P21,,,,,,,,,ALG,IOQM-G9-ALG-03,,Vieta;symmetric_invariants,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 21; classroom metrics NOT_RUN
ALG03-P22,,,,,,,,,ALG,IOQM-G9-ALG-03,,polynomial_reduction;remainder,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,calculate-vs-reduce,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 22; classroom metrics NOT_RUN
ALG03-P23,,,,,,,,,ALG,IOQM-G9-ALG-03,,common_root;elimination,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-separately-vs-eliminate,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 23; classroom metrics NOT_RUN
ALG03-P24,,,,,,,,,ALG,IOQM-G9-ALG-03,,polynomial_reduction;remainder,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,calculate-vs-reduce,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 24; classroom metrics NOT_RUN
ALG03-P25,,,,,,,,,ALG,IOQM-G9-ALG-03,,Vieta;symmetric_invariants,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 25; classroom metrics NOT_RUN
ALG03-P26,,,,,,,,,ALG,IOQM-G9-ALG-03,,Vieta;symmetric_invariants,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-vs-invariant,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 26; classroom metrics NOT_RUN
ALG03-P27,,,,,,,,,ALG,IOQM-G9-ALG-03,,discriminant;root_behavior,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,discriminant-vs-vertex,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 27; classroom metrics NOT_RUN
ALG03-P28,,,,,,,,,ALG,IOQM-G9-ALG-03,,transformed_roots;input_shift,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,root-shift-vs-input-shift,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 28; classroom metrics NOT_RUN
ALG03-P29,,,,,,,,,ALG,IOQM-G9-ALG-03,,polynomial_reduction;remainder,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,calculate-vs-reduce,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 29; classroom metrics NOT_RUN
ALG03-P30,,,,,,,,,ALG,IOQM-G9-ALG-03,,common_root;elimination,authored practice surface,requested information selects representation,apply topic-wide router,ALG01 interface;F0 polynomial algebra,solve-separately-vs-eliminate,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 30; classroom metrics NOT_RUN
ALG03-H0-01,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 1
ALG03-H0-02,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 2
ALG03-H0-03,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 3
ALG03-H0-04,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 4
ALG03-H0-05,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 5
ALG03-H0-06,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 6
ALG03-H0-07,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 7
ALG03-H0-08,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 8
ALG03-H0-09,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 9
ALG03-H0-10,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 10
ALG03-H0-11,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 11
ALG03-H0-12,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 12
ALG03-H0-13,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 13
ALG03-H0-14,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 14
ALG03-H0-15,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 15
ALG03-H0-16,,,,,,,,,ALG,IOQM-G9-ALG-03,,mixed_polynomial_method_selection,unlabelled mixed surface,requested information selects representation,choose route independently,ALG01 interface;ALG03 taught canon,mixed,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,H0_MASTERY,H0_MASTERY,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,H0 16
