item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
ALG01-P07,,,,,,,,,ALG,IOQM-G9-ALG-01,,relation_rewrite,quadratic relation,relation lowers powers,rewrite,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_FOUNDATION,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 7
ALG01-P08,,,,,,,,,ALG,IOQM-G9-ALG-01,,substitution,repeated reciprocal block,one name compresses structure,substitute,F0 algebra,substitution-vs-renaming,false,CLEAN_VALIDATED,AUTHOR_CREATED_FOUNDATION,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 8
ALG01-P09,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry,cubic symmetric target,sum-product reconstruction,reconstruct,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_FOUNDATION,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 9
ALG01-P10,,,,,,,,,ALG,IOQM-G9-ALG-01,,factorisation,zero product,zeros already exposed,keep factored,F0 algebra,expand-vs-factor,false,CLEAN_VALIDATED,AUTHOR_CREATED_FOUNDATION,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 10
ALG01-P11,,,,,,,,,ALG,IOQM-G9-ALG-01,,relation_rewrite,quadratic relation,successive power lowering,rewrite,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 11
ALG01-P12,,,,,,,,,ALG,IOQM-G9-ALG-01,,equivalence;factorisation,equality of polynomial squares,difference of squares is an equivalent rewrite,subtract and factor,F1 equivalence,factor-equivalence-vs-implication,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 12 repaired; no radical prerequisite
ALG01-P13,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry,difference and product,square target is reconstructible,reconstruct,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 13
ALG01-P14,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry;relation_rewrite,reciprocal sum,recurrence-like symmetric reduction,reconstruct,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 14
ALG01-P15,,,,,,,,,ALG,IOQM-G9-ALG-01,,equivalence,zero-product cancellation,zero branch must be retained,protect branch,F1 equivalence,cancel-vs-branch,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 15
ALG01-P16,,,,,,,,,ALG,IOQM-G9-ALG-01,,relation_rewrite,quadratic relation,power remains linear,rewrite,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 16
ALG01-P17,,,,,,,,,ALG,IOQM-G9-ALG-01,,identity,zero-sum triple,cubic identity collapses target,reconstruct,F0 algebra,expand-vs-identity,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 17
ALG01-P18,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry,sum and square-sum,product inferred then fourth powers,reconstruct,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 18
ALG01-P19,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry,reciprocal sum,build symmetric powers,reconstruct,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 19
ALG01-P20,,,,,,,,,ALG,IOQM-G9-ALG-01,,equivalence;factorisation,difference of polynomial squares,identity factorization preserves equivalence,subtract and factor,F1 equivalence,reversible-vs-implication,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 20 repaired; every step reversible and no radical prerequisite
ALG01-P21,,,,,,,,,ALG,IOQM-G9-ALG-01,,relation_rewrite,quadratic relation,target reduces linearly,rewrite,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 21
ALG01-P22,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry,sum-product data,difference square is invariant,reconstruct,F0 algebra,signed-vs-squared-target,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 22
ALG01-P23,,,,,,,,,ALG,IOQM-G9-ALG-01,,symmetry,reciprocal sum equality,structure forces one value,reconstruct,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 23
ALG01-P24,,,,,,,,,ALG,IOQM-G9-ALG-01,,substitution,repeated quadratic block,substitution reduces degree,name block,F0 algebra,substitution-vs-renaming,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 24
ALG01-P25,,,,,,,,,ALG,IOQM-G9-ALG-01,,relation_rewrite,quadratic relation,target becomes constant,rewrite,F0 algebra,solve-vs-transform,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,PRACTICE,PRACTICE,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Practice 25
ALG01-P26,,,,,,,,,ALG,IOQM-G9-ALG-01,,transfer;relation_rewrite,changed representation,same rewrite habit precedes polynomial canon,rewrite,F0 algebra,ALG01-vs-ALG03-boundary,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,T2 control metadata only
ALG01-P27,,,,,,,,,ALG,IOQM-G9-ALG-01,,transfer;symmetry,rectangle context,perimeter and area are sum/product,reconstruct,F0 algebra,algebra-vs-context,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,T3 control metadata only
ALG01-P28,,,,,,,,,ALG,IOQM-G9-ALG-01,,transfer;substitution,function surface,repeated functional block suggests strategic combination,identify block,F0 algebra,ALG01-vs-ALG05-boundary,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,T3 control metadata only
ALG01-P29,,,,,,,,,ALG,IOQM-G9-ALG-01,,transfer;factorisation,integer equation,complete product exposes finite integer structure,factor,F0 algebra,ALG01-vs-NT04-boundary,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,T3 control metadata only
ALG01-P30,,,,,,,,,ALG,IOQM-G9-ALG-01,,transfer;representation,inequality surface,target still selects representation,identify target,F0 algebra,ALG01-vs-ALG02-boundary,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,T4 control metadata only
ALG01-P31,,,,,,,,,ALG,IOQM-G9-ALG-01,,representation_choice,constructed example,expansion must be justified by target,construct,F0 algebra,expand-vs-factor,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Constructive transfer
ALG01-P32,,,,,,,,,ALG,IOQM-G9-ALG-01,,representation_choice,constructed example,factorisation must be justified by target,construct,F0 algebra,expand-vs-factor,false,CLEAN_VALIDATED,AUTHOR_CREATED_TRANSFER,TRANSFER,TRANSFER,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Constructive transfer
ALG01-H0-01,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-02,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-03,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-04,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-05,,,,,,,,,ALG,IOQM-G9-ALG-01,,equivalence;factorisation,equality of polynomial squares,difference-of-squares rewrite is reversible,subtract and factor,F0 algebra;F1 equivalence,equivalent-factorization-vs-implication,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Mastery 5 repaired; no radical or principal-root prerequisite
ALG01-H0-06,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-07,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-08,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-09,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-10,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-11,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-12,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-13,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-14,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-15,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
ALG01-H0-16,,,,,,,,,ALG,IOQM-G9-ALG-01,,mixed_target_selection,unlabelled mixed surface,target selects representation,choose first line,F0 algebra;F1 equivalence,mixed decision,false,CLEAN_VALIDATED,AUTHOR_CREATED_MASTERY,STUDENT_MASTERY_UNLABELLED,TEACHER_H0_CONTROL,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,NOT_CALIBRATED,true,INDEPENDENT_STATIC_REVIEWED,HIGH,Internal H0 ID retained only for control metadata
