item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
COMB04-L05,,,,,,,,,COMB,IOQM-G9-COMB-04,,construction versus obstruction,parameterized existence;some classes impossible,iff needs necessity and sufficiency,write separate necessity and sufficiency obligations,elementary proof structure,invariant obstruction vs construction,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_FIRST_LINE,DIAGNOSTIC_KEYED,MEDIUM,LOW,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,
COMB04-L06,,,,,,,,,COMB,IOQM-G9-COMB-04,,adversarial boundary recognition,branching state machine;target,opponent optimization is the boundary,ask whether another player chooses against you,state graphs,deterministic reachability vs adversarial game,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_FIRST_LINE,DIAGNOSTIC_KEYED,LOW,LOW,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,
COMB04-P01,,,,,,,,,COMB,IOQM-G9-COMB-04,,parity invariant;obstruction,toggle exactly four;three lamps on,on-count parity preserved,compare initial and target parity,odd/even arithmetic,obstruction vs construction,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,LOW,LOW,LOW,LOW,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: impossible.
COMB04-P02,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,coordinate parity invariant,pair move changes coordinates by ±2,parity of each coordinate preserved,compare coordinate parities,parity,simulation vs invariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,LOW,LOW,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: unreachable.
COMB04-P03,,,,,,,,,COMB,IOQM-G9-COMB-04,GEO,colour/parity vector invariant;reachability obstruction,six-cycle;toggle three consecutive,two independent period-3 weighted parities preserved,solve c_i+c_{i+1}+c_{i+2}=0 over F2,parity;binary states,single parity vs vector invariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,HIGH,HIGH,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: singleton unreachable.
COMB04-P04,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,monovariant;termination,subtract smaller from larger positive integer,sum a+b strictly decreases and stays positive,define M=a+b,positive integers;inequalities,termination vs winner,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,MEDIUM,LOW,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: terminates.
COMB04-P05,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,W/L states;residue class strategy,remove 1 or 2;last wins;17 stones,losing heaps multiples of 3,work backward and prove both directions,remainders;finite game,successful path vs forced strategy,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,LOW,MEDIUM,MEDIUM,LOW,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: first wins by removing 2.
COMB04-P06,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,W/L states;retrograde residue classification,"remove 1,3,4;20 stones",losing residues 0 or 2 mod7,classify small terminals then prove residue successor rules,remainders;finite game,pattern from table vs theorem,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,MEDIUM,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: first wins by removing 4.
COMB04-P07,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,construction;perfect-square pair sums,pair 1..8;product of sums square,equal-sum pairs create square factors,write explicit pairing and verify product,factorization;pairing,existence construction vs obstruction,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead construction product 65^2.
COMB04-P08,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,construction;perfect-square pair sums,pair 1..10;product of sums square,prime-exponent parity can be satisfied by explicit pairing,construct and multiply pair sums,factorization;pairing,examples vs verified construction,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,HIGH,HIGH,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead construction product 270^2.
COMB04-P09,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,mod3 difference invariant,"triple move adds permutation of (2,-1,-1)",all coordinates shift equally mod3 so pairwise differences are invariant,reduce move effect mod3 and compare differences,residue retrieval,simulation vs residue invariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,HIGH,HIGH,LOW,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: unreachable.
COMB04-P10,,,,,,,,,COMB,IOQM-G9-COMB-04,,game tempo parity;fixed move count,two heaps;remove exactly one;17 total stones,total number of moves fixed independent of choices,count forced move parity,parity,strategic branching vs outcome-independent tempo,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,LOW,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: first wins.
COMB04-P11,,,,,,,,,COMB,IOQM-G9-COMB-04,,monovariant;inversion count,adjacent inverted swap,inversion count strictly decreases,count inversions,ordering,visual simplification vs quantified monovariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: terminates.
COMB04-P12,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,W/L states;residue class strategy,remove 2 or 5;25 stones,"losing residues 0,1,4 mod7",prove successor classes both directions,remainders;finite game,small table vs full W/L proof,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_PRACTICE,DIAGNOSTIC_KEYED,HIGH,MEDIUM,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: 25 is losing.
COMB04-M01,,,,,,,,,COMB,IOQM-G9-COMB-04,,parity invariant;obstruction,toggle exactly four;three on,on-count parity preserved,compute arbitrary move parity effect,odd/even arithmetic,simulation vs invariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,MEDIUM,LOW,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: impossible.
COMB04-M02,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,mod3 difference invariant,"move adds permutation of (2,-1,-1)",pairwise coordinate differences mod3 preserved,reduce every coordinate change mod3,residue retrieval,reachability vs invariant obstruction,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,HIGH,HIGH,LOW,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: unreachable.
COMB04-M03,,,,,,,,,COMB,IOQM-G9-COMB-04,GEO,period-3 colour/parity invariants,six-cycle;toggle consecutive triple,two independent weighted parities preserved,derive period-3 weight equations,parity;binary states,single parity vs richer invariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,HIGH,HIGH,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: singleton unreachable.
COMB04-M04,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,monovariant;termination,positive pair;replace larger by difference,sum strictly decreases and stays positive,define M=a+b,positive integers,termination vs winner,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,LOW,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: terminates.
COMB04-M05,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,W/L states;mod3 strategy,remove 1 or 2;2026 stones,losing heaps multiples of 3,classify residues and move to multiple of3,remainders;finite game,path vs strategy,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,MEDIUM,MEDIUM,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: first wins; remove 1.
COMB04-M06,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,W/L states;mod7 strategy,"remove 1,3,4;20 stones",losing residues 0 or2 mod7,prove W/L successor residue rules,remainders;finite game,pattern vs proof,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,HIGH,MEDIUM,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: first wins; remove 4.
COMB04-M07,,,,,,,,,COMB,IOQM-G9-COMB-04,NT,construction;perfect-square pair sums,pair 1..10,explicit pairing makes square product,construct and verify all pair sums,factorization;pairing,construction vs obstruction,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,HIGH,HIGH,MEDIUM,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead construction product 270^2.
COMB04-M08,,,,,,,,,COMB,IOQM-G9-COMB-04,,game tempo parity;fixed move count,two heaps 7 and10;one removal per turn,exactly17 moves regardless of choices,count total move parity,parity,branching vs strategic relevance,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,MEDIUM,MEDIUM,LOW,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: first wins.
COMB04-M09,,,,,,,,,COMB,IOQM-G9-COMB-04,,monovariant falsifier;WHY-NOT,M never increases,nonstrict measure may allow zero-change cycle,seek strict descent or counterexample cycle,logical proof,nonstrict vs strict monovariant,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,HIGH,MEDIUM,LOW,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: argument invalid; constant measure on 2-cycle.
COMB04-M10,,,,,,,,,COMB,IOQM-G9-COMB-04,,construction-obstruction proof completeness;WHY-NOT,one residue obstructed;several examples elsewhere,examples do not prove sufficiency for all admissible parameters,demand covering construction or completeness theorem,proof directions,necessary vs sufficient,false,AUTHOR_CREATED,AUTHOR_CREATED_WAVE4,LEARNER_H0_MASTERY,DIAGNOSTIC_KEYED,HIGH,MEDIUM,LOW,HIGH,false,LEAD_STATIC_REVIEWED,HIGH,Lead key: sufficiency remains.
IOQM-2025-Q22,2025,22,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,66,COMB,IOQM-G9-COMB-04,,impartial game;winning states,remove one marble; last red wins,only parity/state of red marbles and blue tempo matters under optimal play,"analyze terminal states and backward winning/losing positions in (m,n)",,counting states vs strategy/invariant,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,MEDIUM,MEDIUM,MEDIUM,HIGH,true,SECOND_PASS_STEM_REVIEWED_AND_BATCH_C_VERIFIED,MEDIUM,Frozen independent Batch C answer verification = 66; historical stem remains source-controlled.
IOQM-2025-Q25,2025,25,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,36,COMB,IOQM-G9-COMB-04,NT,pairing invariant;parity;perfect-square product,pair 1..2n so product of pair sums is square,parity/prime-exponent invariant of pair sums governs possibility,inspect parity pattern of sums and construct/obstruct pairings by n class,,construction vs invariant obstruction,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,MEDIUM,HIGH,MEDIUM,HIGH,true,SECOND_PASS_STEM_REVIEWED_AND_BATCH_C_VERIFIED,MEDIUM,Frozen independent Batch C answer verification = 36.
IOQM-2023-Q28,2023,28,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,HBCSE_LINKED_MTAI,HBCSE_LINKED_MTAI_EMBEDDED_KEY,5,67,COMB,IOQM-G9-COMB-04,GEO,invariant game;linear algebra mod2,flip any three mutually adjacent coins on triangular grid; can all become tails?,each move toggles a triangle; parity/color-class invariants over F2 characterize reachability,find coloring/linear invariant of vertices preserved by triangle flips and test all-ones target by n,,simulation vs invariant/reachability,false,CLEAN_VALIDATED,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,HIGH,HIGH,HIGH,HIGH,true,SECOND_PASS_STEM_REVIEWED_AND_BATCH_C_VERIFIED,MEDIUM,Frozen independent Batch C answer verification = 67; historical figure custody remains source-controlled.
