item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
IOQM-2025-Q14,2025,14,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,12,ALG,IOQM-G9-ALG-05,,functional equation;strategic substitutions,f(mn+1) relation on integers; f(0)=1; cumulative sum,special integer substitutions determine f recursively/explicitly,set m or n to 0,1,-1 to identify f(k) pattern before summing,,functional equation vs brute-force recursion,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q15,2025,15,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,40,COMB,IOQM-G9-COMB-01,,derangements with paired coupons;restricted assignments,three coupon-pairs assigned to distinct envelopes; no matching number,group-level injective assignment with forbidden envelopes per pair,choose envelopes for the three pairs and apply inclusion-exclusion on forbidden pair placements,,independent placement vs grouped-object restriction,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q16,2025,16,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,22,ALG,IOQM-G9-ALG-03,,quadratic polynomial relation;interpolation,f/g equal at x=-2,3; degree 2; other values,f-4g has two known roots, so it is scalar multiple of (x+2)(x-3),set h=f-4g=k(x+2)(x-3) and use values at 7/5,,pointwise ratios vs polynomial identity construction,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q17,2025,17,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,23,GEO,IOQM-G9-GEO-05,ALG,parallelogram;area constraint;diagonal optimization,area fixed; reciprocal adjacent sides; least diagonal,area fixes sin theta while side product is fixed; diagonal square uses law of cosines,parameterize side length t,1/t and angle from area; minimize diagonal square,,geometric optimization vs unrestricted AM-GM,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q18,2025,18,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,40,COMB,IOQM-G9-COMB-01,,multiset permutations;complement,permutations of 223334444 with at least one 3 right of last 4,complement event makes relative-order condition easier,count all multiset permutations minus arrangements with every 3 left of every 4,,direct position cases vs complement,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q19,2025,19,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,29,GEO,IOQM-G9-GEO-04,GEO,circle intersection;right triangle;embedded square,triangle with square and circle centered at A,circle condition gives a metric equation for the square side,coordinate the right triangle and square; impose AG=AB,,synthetic circle relation vs coordinate metric,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q20,2025,20,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,3,42,NT,IOQM-G9-NT-02,,modular periodicity;power cycles,f(n)=n^n mod 7; find global period,exponent and base residues require joint period modulo 7 and 6,compare n mod 7 and exponent n mod 6; seek lcm period 42,,base period vs exponent period,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q21,2025,21,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,49,ALG,IOQM-G9-ALG-01,NT,consecutive integers;quadratic expressions,three expressions are consecutive integers in increasing order,differences equal 1 links squared expressions and parameter a,set m^2-(a+1)n^2=1 and a(n+1)^2-m^2=1,,real-variable algebra vs integer-consecutive constraints,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q22,2025,22,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,66,COMB,IOQM-G9-COMB-04,,impartial game;winning states,remove one marble; last red wins,only parity/state of red marbles and blue tempo matters under optimal play,analyze terminal states and backward winning/losing positions in (m,n),,counting states vs strategy/invariant,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q23,2025,23,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,03,GEO,IOQM-G9-GEO-04,GEO,cyclic quadrilateral;rectangle metric constraints,"C,D,M,N concyclic plus equal lengths in rectangle",cyclicity converts metric equalities into angle/power constraints,"normalize BC=1, set coordinates for M,N and impose equal-length plus cyclic determinant/power",,rectangle algebra vs circle constraint,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,Final-key committee reviewed and rejected a degenerate alternate interpretation; canonical non-degenerate reading retained.
IOQM-2025-Q24,2025,24,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,53,ALG,IOQM-G9-ALG-03,NT,polynomial remainder;modular polynomial reduction,x^2025 modulo quartic Q,factor/relation from Q creates a short power cycle modulo Q,work in quotient ring; find low-degree relation/cycle before evaluating at 3,,huge exponent vs polynomial reduction,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q25,2025,25,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,36,COMB,IOQM-G9-COMB-04,NT,pairing invariant;parity;perfect-square product,pair 1..2n so product of pair sums is square,parity/prime-exponent invariant of pair sums governs possibility,inspect parity pattern of sums and construct/obstruct pairings by n class,,construction vs invariant obstruction,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q26,2025,26,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,10,ALG,IOQM-G9-ALG-04,ALG,sliding-window averages;difference inequalities,4-term averages increasing; 7-term averages decreasing; max length,adjacent window comparisons collapse to term inequalities a_{i+4}>a_i and a_{i+7}<a_i,subtract consecutive window sums to obtain index-shift inequalities,,averages vs termwise difference graph,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2025-Q27,2025,27,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,40,NT,IOQM-G9-NT-01,NT,LCM structure;gcd normalization;integer triples,lcm(a,c)+lcm(b,c) relation,lcm(x,c)=xc/gcd(x,c) converts equation to divisor ratios,divide by c and rewrite each lcm via gcd to classify allowed gcds,,LCM equation vs brute-force triples,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q28,2025,28,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,91,ALG,IOQM-G9-ALG-06,NT,radical equation;conjugation;integer constraints,sqrt(x)-sqrt(x+a)=sqrt(a)-y,isolate radicals and use sign/domain plus squaring carefully,move terms to make both sides nonpositive/nonnegative; rationalize or square with domain checks,,radical manipulation vs reversible transformation,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q29,2025,29,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,19,COMB,IOQM-G9-COMB-02,,cyclic coloring;local constraint,regular n-gon; any 5 consecutive vertices different; at most 6 colors,a cyclic word over <=6 symbols with distance-4 exclusion is a graph coloring of a cycle power,model as coloring C_n^4 and analyze periodic patterns/obstructions,,linear sequence coloring vs cyclic closure,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2025-Q30,2025,30,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,5,10,GEO,IOQM-G9-GEO-04,,tangent circles;radical axis;orthogonality,two internal tangent circles intersect; angle OAB=90,AB is common chord/radical axis; OA perpendicular AB constrains center/radius geometry,place centers on rays from O and use radical-axis perpendicularity/power,,circle tangency vs generic chord geometry,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
IOQM-2024-Q01,2024,1,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,2,11,NT,IOQM-G9-NT-03,NT,prime exponents;divisibility,smallest integer not dividing 9!,prime-power exponent beyond valuation in 9! creates first failure,factor candidate integers by prime powers and compare valuations in 9!,,divisibility check vs prime-exponent structure,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2024-Q02,2024,2,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,2,12,COMB,IOQM-G9-COMB-01,,permutations;parity restriction,"4-digit odd numbers using 1,2,3,4 once",last digit must be odd; remaining digits permute freely,"choose last digit from {1,3}, then arrange remaining 3!",,permutation count vs place-value divisibility,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2024-Q03,2024,3,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,2,25,NT,IOQM-G9-NT-02,,last digits;modular powers,last two digits of 5^2024,powers of 5 modulo 100 stabilize/cycle quickly,compute 5^k mod 100 for small k and prove pattern,,full exponentiation vs modular cycle,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2024-Q04,2024,4,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,2,70,GEO,IOQM-G9-GEO-02,,angle chasing;quadrilateral,several angles in ABCD; find angle CAB,isosceles triangle ACD plus supplementary/triangle angle constraints determine remaining angle,derive AD=AC from equal 70° angles, then chase around diagonal AC,,law of cosines vs angle structure,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,HIGH,
IOQM-2024-Q05,2024,5,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,2,01,ALG,IOQM-G9-ALG-01,,algebraic identity;reciprocal substitutions,cyclic ratios x/y etc define a,b,c; find |ab-c|,multiplying cyclic ratio sums produces cancellation/structured regrouping,"introduce p=x/y,q=y/z,r=z/x with pqr=1 and simplify",,raw expansion vs invariant pqr=1,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,false,SECOND_PASS_STEM_REVIEWED,MEDIUM,
